,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,GAME_ID
0,1165,Luis,Grillo,8,0029600059
1,1140,Bruce,Alexander,9,0029600059
2,1153,Joe,Crawford,17,0029600059
3,1146,Tony,Brothers,56,0029600121
4,1157,Terry,Durham,31,0029600121
5,1177,Ed,Middleton,18,0029600121
6,1147,Mike,Callahan,24,0029600114
7,1142,Dick,Bavetta,27,0029600114
8,1202,Tommie,Wood,39,0029600114
9,1152,Dan,Crawford,43,0029600130
10,1144,Ted,Bernhardt,16,0029600130
11,1151,Sean,Corbin,64,0029600130
12,1194,Bill,Spooner,38,0029600146
13,1145,Joe,Borgia,33,0029600146
14,1182,Ronnie,Nunn,34,0029600146
15,1151,Sean,Corbin,64,0029600161
16,1168,David,Jones,36,0029600161
17,1165,Luis,Grillo,8,0029600188
18,1153,Joe,Crawford,17,0029600188
19,1186,Blane,Reichelt,37,0029600188
20,1167,Steve,Javie,29,0029600213
21,1148,James,Capers,19,0029600213
22,1157,Terry,Durham,31,0029600213
23,1158,Hugh,Evans,25,0029600221
24,1201,Leon,Wood,40,0029600221
25,1199,Tom,Washington,49,0029600221
26,1146,Tony,Brothers,56,0029600247
27,1192,Bennett,Salvatore,15,0029600247
28,1157,Terry,Durham,31,0029600247
29,1163,Bernie,Fryer,7,0029600248
30,1176,Monty,McCutchen,58,0029600248
31,1158,Hugh,Evans,25,0029600248
32,1158,Hugh,Evans,25,0029600365
33,1199,Tom,Washington,49,0029600365
34,1363,Bennie,Adams,47,0029600365
35,1163,Bernie,Fryer,07,0029600689
36,1199,Tom,Washington,49,0029600689
37,1164,Ron,Garretson,10,0029600767
38,1151,Sean,Corbin,64,0029600767
39,1144,Ted,Bernhardt,16,0029600767
40,1145,Joe,Borgia,33,0029600762
41,1167,Steve,Javie,29,0029600762
42,1190,Eddie,Rush,32,0029600762
43,1142,Dick,Bavetta,27,0029700013
44,1150,Jimmy,Clark,6,0029700013
45,1194,Bill,Spooner,22,0029700013
46,1157,Terry,Durham,31,0029700004
47,1176,Monty,McCutchen,58,0029700004
48,1192,Bennett,Salvatore,15,0029700004
49,1142,Dick,Bavetta,27,0029700025
50,1150,Jimmy,Clark,6,0029700025
51,1159,Kevin,Fehr,62,0029700025
52,1363,Bennie,Adams,47,0029700041
53,1158,Hugh,Evans,25,0029700041
54,1199,Tom,Washington,49,0029700041
55,1140,Bruce,Alexander,9,0029700056
56,1195,Derrick,Stafford,14,0029700056
57,1160,Nolan,Fine,50,0029700056
58,1167,Steve,Javie,29,0029700085
59,1194,Bill,Spooner,22,0029700085
60,1159,Kevin,Fehr,62,0029700085
61,1142,Dick,Bavetta,27,0029700113
62,1168,David,Jones,36,0029700113
63,1151,Sean,Corbin,64,0029700113
64,1188,Leroy,Richardson,51,0029700144
65,1184,Ron,Olesiak,44,0029700144
66,1167,Steve,Javie,29,0029700144
67,1204,Derek,Richardson,63,0029700169
68,1140,Bruce,Alexander,9,0029700169
69,1166,Hue,Hollins,42,0029700169
70,1167,Steve,Javie,29,0029700178
71,1168,David,Jones,36,0029700178
72,1194,Bill,Spooner,22,0029700178
73,1204,Derek,Richardson,63,0029700254
74,1195,Derrick,Stafford,14,0029700254
75,1163,Bernie,Fryer,7,0029700254
76,1180,Jack,Nies,35,0029700258
77,1174,Ken,Mauer,41,0029700258
78,1193,Michael,Smith,59,0029700258
79,1168,David,Jones,36,0029700281
80,1151,Sean,Corbin,64,0029700281
81,1167,Steve,Javie,29,0029700281
82,1177,Ed,Middleton,18,0029700374
83,1192,Bennett,Salvatore,15,0029700374
84,1201,Leon,Wood,40,0029700374
85,1203,Mark,Wunderlich,61,0029700385
86,1181,Tommy,Nunez,28,0029700385
87,1148,James,Capers,19,0029700385
88,1185,Violet,Palmer,66,0029700409
89,1186,Blane,Reichelt,37,0029700409
90,1181,Tommy,Nunez,28,0029700409
91,1168,David,Jones,36,0029700438
92,1150,Jimmy,Clark,6,0029700438
93,1143,Gary,Benson,30,0029700438
94,1204,Derek,Richardson,63,0029700712
95,1140,Bruce,Alexander,9,0029700712
96,1161,Joe,Forte,45,0029700712
97,1183,Bill,Oakes,21,0029700778
98,1186,Blane,Reichelt,37,0029700778
99,1185,Violet,Palmer,66,0029700778
100,1146,Tony,Brothers,56,0029700804
101,1192,Bennett,Salvatore,15,0029700804
102,1177,Ed,Middleton,18,0029700804
103,1193,Michael,Smith,59,0029700842
104,1151,Sean,Corbin,64,0029700842
105,1181,Tommy,Nunez,28,0029700842
106,1159,Kevin,Fehr,62,0029700915
107,1168,David,Jones,36,0029700915
108,1195,Derrick,Stafford,14,0029700915
109,1157,Terry,Durham,31,0029701032
110,1165,Luis,Grillo,8,0029701032
111,1179,Rodney,Mott,71,0029701032
112,1186,Blane,Reichelt,37,0029701045
113,1661,Rashan,Michel,74,0029701045
114,1183,Bill,Oakes,21,0029701045
115,1147,Mike,Callahan,24,0029701113
116,1163,Bernie,Fryer,7,0029701113
117,1198,Scott,Wall,60,0029701113
118,1180,Jack,Nies,35,0029701140
119,1186,Blane,Reichelt,37,0029701140
120,1181,Tommy,Nunez,28,0029701140
121,1161,Joe,Forte,45,0029800006
122,1159,Kevin,Fehr,62,0029800006
123,1155,JB,DeRosa,52,0029800006
124,1163,Bernie,Fryer,7,0029800007
125,1203,Mark,Wunderlich,61,0029800007
126,1662,Bill,Kennedy,73,0029800007
127,1165,Luis,Grillo,8,0029800010
128,1146,Tony,Brothers,56,0029800010
129,1158,Hugh,Evans,25,0029800010
130,1164,Ron,Garretson,10,0029800041
131,1200,Greg,Willard,57,0029800041
132,1661,Rashan,Michel,74,0029800041
133,1168,David,Jones,36,0029800042
134,1195,Derrick,Stafford,14,0029800042
135,1204,Derek,Richardson,63,0029800042
136,1185,Violet,Palmer,66,0029800038
137,1152,Dan,Crawford,43,0029800038
138,1157,Terry,Durham,31,0029800038
139,1204,Derek,Richardson,63,0029800059
140,1195,Derrick,Stafford,14,0029800059
141,1163,Bernie,Fryer,7,0029800059
142,1159,Kevin,Fehr,62,0029800060
143,1155,JB,DeRosa,52,0029800060
144,1142,Dick,Bavetta,27,0029800060
145,1202,Tommie,Wood,39,0029800061
146,1150,Jimmy,Clark,6,0029800061
147,1162,Scott,Foster,48,0029800061
148,1180,Jack,Nies,35,0029800075
149,1201,Leon,Wood,40,0029800075
150,1160,Nolan,Fine,50,0029800075
151,1162,Scott,Foster,48,0029800101
152,1167,Steve,Javie,29,0029800101
153,1830,Marc,Davis,64,0029800101
154,1180,Jack,Nies,35,0029800137
155,1201,Leon,Wood,40,0029800137
156,1193,Michael,Smith,59,0029800137
157,1164,Ron,Garretson,10,0029800185
158,1200,Greg,Willard,57,0029800185
159,1363,Bennie,Adams,47,0029800185
160,1157,Terry,Durham,31,0029800238
161,1170,Denise,Kantner,65,0029800238
162,1163,Bernie,Fryer,7,0029800238
163,1142,Dick,Bavetta,27,0029800289
164,1155,JB,DeRosa,52,0029800289
165,1170,Denise,Kantner,65,0029800289
166,1165,Luis,Grillo,8,0029800292
167,1195,Derrick,Stafford,14,0029800292
168,1661,Rashan,Michel,74,0029800292
169,1180,Jack,Nies,35,0029800383
170,1830,Marc,Davis,64,0029800383
171,1827,George,Toliver,23,0029800383
172,1181,Tommy,Nunez,28,0029800387
173,1198,Scott,Wall,60,0029800387
174,1154,Bob,Delaney,26,0029800387
175,1158,Hugh,Evans,25,0029800466
176,1159,Kevin,Fehr,62,0029800466
177,1203,Mark,Wunderlich,61,0029800466
178,1825,Mike,Mathis,13,0029800506
179,1203,Mark,Wunderlich,61,0029800506
180,1189,Phil,Robinson,70,0029800506
181,1202,Tommie,Wood,39,0029800717
182,1825,Mike,Mathis,13,0029800717
183,1174,Ken,Mauer,41,0029800717
184,1200,Greg,Willard,57,0029900157
185,1181,Tommy,Nunez,28,0029900157
186,1363,Bennie,Adams,47,0029900157
187,1168,David,Jones,36,0029900200
188,1662,Bill,Kennedy,73,0029900200
189,1155,JB,DeRosa,52,0029900200
190,1194,Bill,Spooner,22,0029900226
191,1826,Jess,Kersey,20,0029900226
192,1204,Derek,Richardson,63,0029900226
193,1144,Ted,Bernhardt,16,0029900315
194,1167,Steve,Javie,29,0029900315
195,2001,Jason,Phillips,67,0029900315
196,1828,Hank,Armstrong,46,0029900468
197,1188,Leroy,Richardson,51,0029900468
198,1167,Steve,Javie,29,0029900468
199,1172,Jim,Kinsey,53,0029900509
200,1828,Hank,Armstrong,46,0029900509
201,1152,Dan,Crawford,43,0029900509
202,1147,Mike,Callahan,24,0029900514
203,1180,Jack,Nies,35,0029900514
204,1179,Rodney,Mott,71,0029900514
205,1202,Tommie,Wood,39,0029900517
206,1825,Mike,Mathis,13,0029900517
207,1190,Eddie,Rush,32,0029900517
208,1165,Luis,Grillo,8,0029900620
209,1160,Nolan,Fine,50,0029900620
210,1198,Scott,Wall,60,0029900620
211,1150,Jimmy,Clark,6,0029900721
212,1151,Sean,Corbin,33,0029900721
213,1192,Bennett,Salvatore,15,0029900721
214,1148,James,Capers,19,0029900977
215,1188,Leroy,Richardson,51,0029900977
216,1190,Eddie,Rush,32,0029900977
217,1198,Scott,Wall,60,0029901018
218,1163,Bernie,Fryer,7,0029901018
219,1160,Nolan,Fine,50,0029901018
220,1151,Sean,Corbin,33,0029901052
221,1164,Ron,Garretson,10,0029901052
222,1144,Ted,Bernhardt,16,0029901052
223,1167,Steve,Javie,29,0029901048
224,1176,Monty,McCutchen,58,0029901048
225,1156,Tim,Donaghy,21,0029901048
226,1152,Dan,Crawford,43,0029901138
227,1147,Mike,Callahan,24,0029901138
228,1179,Rodney,Mott,71,0029901138
229,1828,Hank,Armstrong,46,0029901146
230,1195,Derrick,Stafford,14,0029901146
231,1180,Jack,Nies,35,0029901146
232,1180,Jack,Nies,35,0029901186
233,1179,Rodney,Mott,71,0029901186
234,1195,Derrick,Stafford,14,0029901186
235,1181,Tommy,Nunez,28,0020000020
236,1180,Jack,Nies,35,0020000020
237,1185,Violet,Palmer,66,0020000020
238,1142,Dick,Bavetta,27,0020000023
239,1151,Sean,Corbin,33,0020000023
240,1193,Michael,Smith,38,0020000023
241,1157,Terry,Durham,31,0020000057
242,1830,Marc,Davis,64,0020000057
243,1199,Tom,Washington,49,0020000057
244,1144,Ted,Bernhardt,16,0020000090
245,1158,Hugh,Evans,25,0020000090
246,1201,Leon,Wood,40,0020000090
247,1180,Jack,Nies,35,0020000089
248,1181,Tommy,Nunez,28,0020000089
249,1185,Violet,Palmer,66,0020000089
250,1662,Bill,Kennedy,55,0020000136
251,1161,Joe,Forte,45,0020000136
252,1186,Blane,Reichelt,37,0020000136
253,1179,Rodney,Mott,71,0020000146
254,1194,Bill,Spooner,22,0020000146
255,1165,Luis,Grillo,8,0020000146
256,1148,James,Capers,19,0020000149
257,1144,Ted,Bernhardt,16,0020000149
258,1156,Tim,Donaghy,21,0020000149
259,1165,Luis,Grillo,8,0020000256
260,1662,Bill,Kennedy,55,0020000256
261,1186,Blane,Reichelt,37,0020000256
262,1184,Ron,Olesiak,44,0020000265
263,1188,Leroy,Richardson,51,0020000265
264,1154,Bob,Delaney,26,0020000265
265,1159,Kevin,Fehr,39,0020000299
266,1155,JB,DeRosa,14,0020000299
267,1142,Dick,Bavetta,27,0020000299
268,1184,Ron,Olesiak,44,0020000323
269,1830,Marc,Davis,64,0020000323
270,1165,Luis,Grillo,8,0020000323
271,1163,Bernie,Fryer,7,0020000322
272,1148,James,Capers,19,0020000322
273,1661,Rashan,Michel,50,0020000322
274,1165,Luis,Grillo,8,0020000348
275,1179,Rodney,Mott,71,0020000348
276,1203,Mark,Wunderlich,18,0020000348
277,1157,Terry,Durham,31,0020000369
278,1181,Tommy,Nunez,28,0020000369
279,1204,Derek,Richardson,63,0020000369
280,1176,Monty,McCutchen,58,0020000404
281,1186,Blane,Reichelt,37,0020000404
282,1161,Joe,Forte,45,0020000404
283,1164,Ron,Garretson,10,0020000406
284,1148,James,Capers,19,0020000406
285,1189,Phil,Robinson,70,0020000406
286,1184,Ron,Olesiak,44,0020000449
287,1363,Bennie,Adams,47,0020000449
288,1167,Steve,Javie,29,0020000449
289,1143,Gary,Benson,30,0020000444
290,1190,Eddie,Rush,32,0020000444
291,1199,Tom,Washington,49,0020000444
292,1151,Sean,Corbin,33,0020000460
293,1155,JB,DeRosa,14,0020000460
294,1159,Kevin,Fehr,39,0020000460
295,1166,Hue,Hollins,42,0020000471
296,2004,Courtney,Kirkland,61,0020000471
297,1192,Bennett,Salvatore,15,0020000471
298,1172,Jim,Kinsey,53,0020000492
299,1151,Sean,Corbin,33,0020000492
300,1155,JB,DeRosa,14,0020000492
301,1146,Tony,Brothers,56,0020000534
302,1155,JB,DeRosa,14,0020000534
303,1168,David,Jones,36,0020000534
304,1147,Mike,Callahan,24,0020000560
305,1189,Phil,Robinson,70,0020000560
306,1165,Luis,Grillo,8,0020000560
307,1166,Hue,Hollins,42,0020000562
308,1143,Gary,Benson,30,0020000562
309,1181,Tommy,Nunez,28,0020000562
310,1142,Dick,Bavetta,27,0020000595
311,1165,Luis,Grillo,8,0020000595
312,1662,Bill,Kennedy,55,0020000595
313,1148,James,Capers,19,0020000624
314,1170,Denise,Kantner,65,0020000624
315,1825,Mike,Mathis,13,0020000624
316,1828,Hank,Armstrong,46,0020000684
317,1825,Mike,Mathis,13,0020000684
318,1146,Tony,Brothers,56,0020000684
319,1166,Hue,Hollins,42,0020000814
320,1144,Ted,Bernhardt,16,0020000814
321,1172,Jim,Kinsey,53,0020000814
322,2004,Courtney,Kirkland,61,0020000874
323,1147,Mike,Callahan,24,0020000874
324,1192,Bennett,Salvatore,15,0020000874
325,1197,Don,Vaden,12,0020000907
326,1170,Denise,Kantner,65,0020000907
327,1150,Jimmy,Clark,6,0020000907
328,1168,David,Jones,36,0020001001
329,1192,Bennett,Salvatore,15,0020001001
330,1204,Derek,Richardson,63,0020001001
331,1203,Mark,Wunderlich,18,0020001002
332,1158,Hugh,Evans,25,0020001002
333,1827,George,Toliver,23,0020001002
334,1142,Dick,Bavetta,27,0020001026
335,1176,Monty,McCutchen,58,0020001026
336,1188,Leroy,Richardson,51,0020001026
337,1168,David,Jones,36,0020001054
338,1192,Bennett,Salvatore,15,0020001054
339,1825,Mike,Mathis,13,0020001054
340,1155,JB,DeRosa,14,0020001075
341,2004,Courtney,Kirkland,61,0020001075
342,1168,David,Jones,36,0020001075
343,1182,Ronnie,Nunn,34,0020001108
344,1159,Kevin,Fehr,39,0020001108
345,1184,Ron,Olesiak,44,0020001108
346,1148,James,Capers,19,0020001178
347,1163,Bernie,Fryer,7,0020001178
348,1165,Luis,Grillo,8,0020001178
349,1198,Scott,Wall,60,0020100136
350,1144,Ted,Bernhardt,16,0020100136
351,1156,Tim,Donaghy,21,0020100136
352,1154,Bob,Delaney,26,0020100148
353,1159,Kevin,Fehr,39,0020100148
354,1825,Mike,Mathis,13,0020100148
355,2002,Derrick,Collins,54,0020100155
356,1146,Tony,Brothers,56,0020100155
357,1167,Steve,Javie,29,0020100155
358,1827,George,Toliver,23,0020100223
359,1197,Don,Vaden,12,0020100223
360,1152,Dan,Crawford,43,0020100223
361,1159,Kevin,Fehr,39,0020100261
362,1153,Joe,Crawford,17,0020100261
363,1165,Luis,Grillo,8,0020100261
364,1154,Bob,Delaney,26,0020100269
365,1165,Luis,Grillo,8,0020100269
366,1168,David,Jones,36,0020100269
367,1197,Don,Vaden,12,0020100279
368,1161,Joe,Forte,45,0020100279
369,2003,Pat,Fraher,52,0020100279
370,1204,Derek,Richardson,63,0020100320
371,1826,Jess,Kersey,20,0020100320
372,1167,Steve,Javie,29,0020100320
373,1195,Derrick,Stafford,9,0020100372
374,1193,Michael,Smith,38,0020100372
375,1144,Ted,Bernhardt,16,0020100372
376,1662,Bill,Kennedy,55,0020100390
377,1167,Steve,Javie,29,0020100390
378,1150,Jimmy,Clark,6,0020100390
379,1176,Monty,McCutchen,58,0020100446
380,1192,Bennett,Salvatore,15,0020100446
381,1198,Scott,Wall,60,0020100446
382,1144,Ted,Bernhardt,16,0020100456
383,1174,Ken,Mauer,41,0020100456
384,1199,Tom,Washington,49,0020100456
385,1152,Dan,Crawford,43,0020100514
386,1193,Michael,Smith,38,0020100514
387,1195,Derrick,Stafford,9,0020100514
388,1189,Phil,Robinson,70,0020100527
389,1144,Ted,Bernhardt,16,0020100527
390,1188,Leroy,Richardson,51,0020100527
391,1363,Bennie,Adams,47,0020100544
392,1197,Don,Vaden,12,0020100544
393,1168,David,Jones,36,0020100544
394,1204,Derek,Richardson,63,0020100560
395,1826,Jess,Kersey,20,0020100560
396,1194,Bill,Spooner,22,0020100560
397,1181,Tommy,Nunez,28,0020100569
398,1185,Violet,Palmer,66,0020100569
399,1161,Joe,Forte,45,0020100569
400,1197,Don,Vaden,12,0020100622
401,1188,Leroy,Richardson,51,0020100622
402,1155,JB,DeRosa,14,0020100622
403,1162,Scott,Foster,48,0020100708
404,2003,Pat,Fraher,52,0020100708
405,1200,Greg,Willard,57,0020100708
406,1151,Sean,Corbin,33,0020100712
407,1826,Jess,Kersey,20,0020100712
408,1180,Jack,Nies,35,0020100712
409,2002,Derrick,Collins,54,0020100750
410,1144,Ted,Bernhardt,16,0020100750
411,1184,Ron,Olesiak,44,0020100750
412,1142,Dick,Bavetta,27,0020100765
413,1148,James,Capers,19,0020100765
414,1170,Denise,Kantner,65,0020100765
415,1148,James,Capers,19,0020100809
416,1195,Derrick,Stafford,9,0020100809
417,1161,Joe,Forte,45,0020100809
418,1192,Bennett,Salvatore,15,0020100819
419,2004,Courtney,Kirkland,61,0020100819
420,1165,Luis,Grillo,8,0020100819
421,1159,Kevin,Fehr,39,0020100833
422,1142,Dick,Bavetta,27,0020100833
423,1156,Tim,Donaghy,21,0020100833
424,1192,Bennett,Salvatore,15,0020100859
425,1151,Sean,Corbin,33,0020100859
426,1189,Phil,Robinson,70,0020100859
427,1180,Jack,Nies,35,0020100925
428,2147,Michael,Henderson,62,0020100925
429,1188,Leroy,Richardson,51,0020100925
430,1167,Steve,Javie,29,0020100935
431,1170,Denise,Kantner,65,0020100935
432,1156,Tim,Donaghy,21,0020100935
433,1143,Gary,Benson,30,0020100967
434,1194,Bill,Spooner,22,0020100967
435,1164,Ron,Garretson,10,0020100967
436,1201,Leon,Wood,40,0020101014
437,1194,Bill,Spooner,22,0020101014
438,1204,Derek,Richardson,63,0020101014
439,2004,Courtney,Kirkland,61,0020101010
440,1193,Michael,Smith,38,0020101010
441,1197,Don,Vaden,12,0020101010
442,1168,David,Jones,36,0020101024
443,1155,JB,DeRosa,14,0020101024
444,1363,Bennie,Adams,47,0020101024
445,1153,Joe,Crawford,17,0020101020
446,1146,Tony,Brothers,56,0020101020
447,1198,Scott,Wall,60,0020101020
448,1167,Steve,Javie,29,0020101031
449,1181,Tommy,Nunez,28,0020101031
450,2004,Courtney,Kirkland,61,0020101031
451,1201,Leon,Wood,40,0020101046
452,1664,Gary,Zielinski,59,0020101046
453,1194,Bill,Spooner,22,0020101046
454,1185,Violet,Palmer,66,0020101056
455,1203,Mark,Wunderlich,18,0020101056
456,1154,Bob,Delaney,26,0020101056
457,1830,Marc,Davis,64,0020101169
458,1197,Don,Vaden,12,0020101169
459,1176,Monty,McCutchen,58,0020101169
460,1176,Monty,McCutchen,58,0020200002
461,1363,Bennie,Adams,47,0020200002
462,1164,Ron,Garretson,10,0020200002
463,2147,Michael,Henderson,62,0020200036
464,1199,Tom,Washington,49,0020200036
465,1151,Sean,Corbin,33,0020200036
466,1185,Violet,Palmer,66,0020200035
467,1161,Joe,Forte,45,0020200035
468,1179,Rodney,Mott,71,0020200035
469,1199,Tom,Washington,49,0020200053
470,1194,Bill,Spooner,22,0020200053
471,1185,Violet,Palmer,66,0020200053
472,1664,Gary,Zielinski,59,0020200069
473,1192,Bennett,Salvatore,15,0020200069
474,1203,Mark,Wunderlich,18,0020200069
475,2147,Michael,Henderson,62,0020200076
476,1153,Joe,Crawford,17,0020200076
477,1186,Blane,Reichelt,37,0020200076
478,1185,Violet,Palmer,66,0020200089
479,1195,Derrick,Stafford,9,0020200089
480,1826,Jess,Kersey,20,0020200089
481,1168,David,Jones,36,0020200087
482,1147,Mike,Callahan,24,0020200087
483,1363,Bennie,Adams,47,0020200087
484,1830,Marc,Davis,64,0020200156
485,1827,George,Toliver,23,0020200156
486,1163,Bernie,Fryer,7,0020200156
487,2003,Pat,Fraher,52,0020200213
488,1147,Mike,Callahan,24,0020200213
489,1184,Ron,Olesiak,44,0020200213
490,1194,Bill,Spooner,22,0020200235
491,2147,Michael,Henderson,62,0020200235
492,1153,Joe,Crawford,17,0020200235
493,2002,Derrick,Collins,54,0020200284
494,1180,Jack,Nies,35,0020200284
495,1148,James,Capers,19,0020200284
496,1201,Leon,Wood,40,0020200333
497,1163,Bernie,Fryer,7,0020200333
498,1827,George,Toliver,23,0020200333
499,1146,Tony,Brothers,56,0020200362
500,1830,Marc,Davis,64,0020200362
501,1192,Bennett,Salvatore,15,0020200362
502,1164,Ron,Garretson,10,0020200399
503,1168,David,Jones,36,0020200399
504,1159,Kevin,Fehr,39,0020200399
505,1826,Jess,Kersey,20,0020200443
506,1161,Joe,Forte,45,0020200443
507,2004,Courtney,Kirkland,61,0020200443
508,1155,JB,DeRosa,14,0020200665
509,2004,Courtney,Kirkland,61,0020200665
510,1826,Jess,Kersey,20,0020200665
511,1148,James,Capers,19,0020200717
512,1189,Phil,Robinson,70,0020200717
513,1192,Bennett,Salvatore,15,0020200717
514,1147,Mike,Callahan,24,0020200882
515,1166,Hue,Hollins,42,0020200882
516,1193,Michael,Smith,38,0020200882
517,2529,Tony,Brown,68,0020200942
518,1188,Leroy,Richardson,51,0020200942
519,1197,Don,Vaden,12,0020200942
520,1147,Mike,Callahan,24,0020201089
521,1142,Dick,Bavetta,27,0020201089
522,1159,Kevin,Fehr,39,0020201089
523,1664,Gary,Zielinski,59,0020201119
524,1151,Sean,Corbin,33,0020201119
525,1155,JB,DeRosa,14,0020201119
526,1159,Kevin,Fehr,39,0020300002
527,1195,Derrick,Stafford,9,0020300002
528,1167,Steve,Javie,29,0020300002
529,1189,Phil,Robinson,70,0020300003
530,1203,Mark,Wunderlich,18,0020300003
531,1153,Joe,Crawford,17,0020300003
532,1192,Bennett,Salvatore,15,0020300001
533,1198,Scott,Wall,60,0020300001
534,1186,Blane,Reichelt,37,0020300001
535,1144,Ted,Bernhardt,16,0020300006
536,1142,Dick,Bavetta,27,0020300006
537,1193,Michael,Smith,38,0020300006
538,1203,Mark,Wunderlich,18,0020300012
539,1156,Tim,Donaghy,21,0020300012
540,1189,Phil,Robinson,70,0020300012
541,1200,Greg,Willard,57,0020300008
542,2529,Tony,Brown,68,0020300008
543,1148,James,Capers,19,0020300008
544,1163,Bernie,Fryer,7,0020300009
545,2003,Pat,Fraher,52,0020300009
546,1168,David,Jones,36,0020300009
547,1190,Eddie,Rush,32,0020300007
548,1165,Luis,Grillo,8,0020300007
549,2147,Michael,Henderson,62,0020300007
550,1201,Leon,Wood,40,0020300010
551,2531,Troy,Raymond,56,0020300010
552,1180,Jack,Nies,35,0020300010
553,1164,Ron,Garretson,10,0020300014
554,1204,Derek,Richardson,63,0020300014
555,1363,Bennie,Adams,47,0020300014
556,1162,Scott,Foster,48,0020300011
557,1664,Gary,Zielinski,59,0020300011
558,1147,Mike,Callahan,24,0020300011
559,1826,Jess,Kersey,20,0020300004
560,2530,Ed,Malloy,73,0020300004
561,1155,JB,DeRosa,14,0020300004
562,1161,Joe,Forte,45,0020300013
563,1174,Ken,Mauer,41,0020300013
564,1179,Rodney,Mott,71,0020300013
565,1154,Bob,Delaney,26,0020300005
566,1151,Sean,Corbin,33,0020300005
567,2002,Derrick,Collins,54,0020300005
568,1159,Kevin,Fehr,39,0020300017
569,1167,Steve,Javie,29,0020300017
570,1195,Derrick,Stafford,9,0020300017
571,1664,Gary,Zielinski,59,0020300018
572,1162,Scott,Foster,48,0020300018
573,1147,Mike,Callahan,24,0020300018
574,1188,Leroy,Richardson,51,0020300015
575,1176,Monty,McCutchen,13,0020300015
576,1194,Bill,Spooner,22,0020300015
577,1146,Tony,Brothers,25,0020300016
578,2534,Zach,Zarba,58,0020300016
579,1152,Dan,Crawford,43,0020300016
580,1184,Ron,Olesiak,44,0020300024
581,2529,Tony,Brown,68,0020300024
582,1200,Greg,Willard,57,0020300024
583,1146,Tony,Brothers,25,0020300020
584,2534,Zach,Zarba,58,0020300020
585,1152,Dan,Crawford,43,0020300020
586,1168,David,Jones,36,0020300023
587,1163,Bernie,Fryer,7,0020300023
588,1143,Gary,Benson,30,0020300023
589,1830,Marc,Davis,34,0020300021
590,1180,Jack,Nies,35,0020300021
591,1201,Leon,Wood,40,0020300021
592,1179,Rodney,Mott,71,0020300026
593,1174,Ken,Mauer,41,0020300026
594,1161,Joe,Forte,45,0020300026
595,1186,Blane,Reichelt,37,0020300019
596,1192,Bennett,Salvatore,15,0020300019
597,2530,Ed,Malloy,73,0020300019
598,1662,Bill,Kennedy,55,0020300025
599,1194,Bill,Spooner,22,0020300025
600,1176,Monty,McCutchen,13,0020300025
601,1826,Jess,Kersey,20,0020300022
602,1155,JB,DeRosa,14,0020300022
603,2004,Courtney,Kirkland,61,0020300022
604,1167,Steve,Javie,29,0020300030
605,1195,Derrick,Stafford,9,0020300030
606,2003,Pat,Fraher,52,0020300030
607,1143,Gary,Benson,30,0020300029
608,1163,Bernie,Fryer,7,0020300029
609,1168,David,Jones,36,0020300029
610,1155,JB,DeRosa,14,0020300028
611,1198,Scott,Wall,31,0020300028
612,1826,Jess,Kersey,20,0020300028
613,1185,Violet,Palmer,12,0020300037
614,1199,Tom,Washington,49,0020300037
615,2002,Derrick,Collins,54,0020300037
616,1204,Derek,Richardson,63,0020300027
617,1148,James,Capers,19,0020300027
618,1200,Greg,Willard,57,0020300027
619,1147,Mike,Callahan,24,0020300039
620,1162,Scott,Foster,48,0020300039
621,1664,Gary,Zielinski,59,0020300039
622,1179,Rodney,Mott,71,0020300038
623,1161,Joe,Forte,45,0020300038
624,1174,Ken,Mauer,41,0020300038
625,1192,Bennett,Salvatore,15,0020300032
626,2004,Courtney,Kirkland,61,0020300032
627,1186,Blane,Reichelt,37,0020300032
628,1159,Kevin,Fehr,39,0020300033
629,1150,Jimmy,Clark,6,0020300033
630,1151,Sean,Corbin,33,0020300033
631,1203,Mark,Wunderlich,18,0020300036
632,1156,Tim,Donaghy,21,0020300036
633,1189,Phil,Robinson,70,0020300036
634,1142,Dick,Bavetta,27,0020300035
635,1193,Michael,Smith,38,0020300035
636,1827,George,Toliver,23,0020300035
637,1180,Jack,Nies,35,0020300031
638,1201,Leon,Wood,40,0020300031
639,2531,Troy,Raymond,56,0020300031
640,1190,Eddie,Rush,32,0020300034
641,2147,Michael,Henderson,62,0020300034
642,1165,Luis,Grillo,8,0020300034
643,1184,Ron,Olesiak,44,0020300040
644,1154,Bob,Delaney,26,0020300040
645,2001,Jason,Phillips,67,0020300040
646,1152,Dan,Crawford,43,0020300044
647,1146,Tony,Brothers,25,0020300044
648,2534,Zach,Zarba,58,0020300044
649,1185,Violet,Palmer,12,0020300047
650,1199,Tom,Washington,49,0020300047
651,2002,Derrick,Collins,54,0020300047
652,2529,Tony,Brown,68,0020300043
653,1150,Jimmy,Clark,6,0020300043
654,1156,Tim,Donaghy,21,0020300043
655,1168,David,Jones,36,0020300041
656,1163,Bernie,Fryer,7,0020300041
657,2147,Michael,Henderson,62,0020300041
658,1204,Derek,Richardson,63,0020300042
659,1148,James,Capers,19,0020300042
660,1164,Ron,Garretson,10,0020300042
661,2003,Pat,Fraher,52,0020300045
662,1190,Eddie,Rush,32,0020300045
663,1165,Luis,Grillo,8,0020300045
