,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,GAME_ID
9716,1204,Derek,Richardson,63,0020500646
9717,1161,Joe,Forte,45,0020500646
9718,1153,Joe,Crawford,17,0020500644
9719,2001,Jason,Phillips,23,0020500644
9720,1146,Tony,Brothers,25,0020500644
9721,2005,Matt,Boland,46,0020500641
9722,1189,Phil,Robinson,11,0020500641
9723,1150,Jimmy,Clark,6,0020500641
9724,2529,Tony,Brown,30,0020500649
9725,1203,Mark,Wunderlich,18,0020500649
9726,1154,Bob,Delaney,26,0020500649
9727,1185,Violet,Palmer,12,0020500654
9728,1194,Bill,Spooner,22,0020500654
9729,2532,Eli,Roe,64,0020500654
9730,1826,Jess,Kersey,20,0020500652
9731,1142,Dick,Bavetta,27,0020500652
9732,1159,Kevin,Fehr,39,0020500652
9733,2530,Ed,Malloy,73,0020500650
9734,1204,Derek,Richardson,63,0020500650
9735,1147,Mike,Callahan,24,0020500650
9736,1664,Gary,Zielinski,59,0020500648
9737,1179,Rodney,Mott,71,0020500648
9738,1155,JB,DeRosa,14,0020500648
9739,1190,Eddie,Rush,32,0020500647
9740,1168,David,Jones,36,0020500647
9741,2714,David,Guthrie,60,0020500647
9742,1195,Derrick,Stafford,9,0020500651
9743,1662,Bill,Kennedy,55,0020500651
9744,2715,Eric,Lewis,42,0020500651
9745,1164,Ron,Garretson,10,0020500653
9746,1156,Tim,Donaghy,21,0020500653
9747,1151,Sean,Corbin,33,0020500653
9748,2004,Courtney,Kirkland,61,0020500657
9749,1192,Bennett,Salvatore,15,0020500657
9750,1174,Ken,Mauer,41,0020500657
9751,2716,Olandis,Poole,50,0020500658
9752,1167,Steve,Javie,29,0020500658
9753,1176,Monty,McCutchen,13,0020500658
9754,2883,Robbie,Robinson,53,0020500660
